ID, question, Option 1, Option 2, Option 3, Option 4, Option 5, Answer
1104,"One important conclusion that can be drawn as a result of the United States experience in both the Spanish-American War (1898) and the Persian Gulf War (1991) is that","only the President should decide issues of war and peace","the media are a powerful influence in shaping American public opinion toward war","the public has little confidence in the ability of the American military","international organizations play a decisive role in determining the outcome of a war","American plans for redrawing the map of Eastern Europe.","the media are a powerful influence in shaping American public opinion toward war"
1105,"In 1823, the Monroe Doctrine was established mainly because the United States wanted to","keep control of Alaska and Hawaii","establish more colonies in Latin America","support England s attempt to keep its empire in Central America","warn Europe against any further colonization in Latin America","American plans for redrawing the map of Eastern Europe.","warn Europe against any further colonization in Latin America"
1106,"Why did the United States formulate the Open Door policy toward China?","to develop democratic institutions and practices in China","to prevent a European and Japanese monopoly of Chinese trade and markets","to establish a military presence on the Chinese mainland","to support Japanese efforts to industrialize China","American plans for redrawing the map of Eastern Europe.","to prevent a European and Japanese monopoly of Chinese trade and markets"
1107,"From 1900 to 1915, a basic aim of United States foreign policy was to","develop close economic ties with African nations","oppose revolutionary movements in western Europe","promote United States influence in Latin America","prevent the spread of communism in western Europe and Asia","American plans for redrawing the map of Eastern Europe.","promote United States influence in Latin America"
1107,"From 1900 to 1915, a basic aim of United States foreign policy was to","develop close economic ties with African nations","oppose revolutionary movements in western Europe","promote United States influence in Latin America","prevent the spread of communism in western Europe and Asia","American plans for redrawing the map of Eastern Europe.","promote United States influence in Latin America"
1109,"The United States Federal Reserve System was established to","provide loans to industrialists","end the Great Depression","provide for a balanced budget","regulate the money supply","American plans for redrawing the map of Eastern Europe.","regulate the money supply"
1110,"President Theodore Roosevelt s Square Deal and President Lyndon Johnson s Great Society were similar in that both","returned control of social welfare programs to the states","relied on individual initiative to improve the economy","were supported by Congress over the objections of the majority of state governments","increased the role of the Federal Government in dealing with social and economic problems","American plans for redrawing the map of Eastern Europe.","increased the role of the Federal Government in dealing with social and economic problems"
1111,"Which action was necessary to change from the indirect to the direct election of United States Senators?","ratification of a constitutional amendment","passage of a Federal law","a Supreme Court decision","a national referendum","American plans for redrawing the map of Eastern Europe.","ratification of a constitutional amendment"
1112,"An important political aim of the Progressive movement was to","guarantee government jobs for the unemployed","stimulate democratic reforms such as the initiative and the referendum","create a unicameral national legislature","increase the participation of African Americans in the Federal Government","American plans for redrawing the map of Eastern Europe.","stimulate democratic reforms such as the initiative and the referendum"
1113,"Congress has attempted to deal with the issue of taxing citizens fairly by enacting a","high tariff","property tax","sales tax","graduated income tax","American plans for redrawing the map of Eastern Europe.","graduated income tax"
1114,"The abolitionist movement, the women s suffrage movement, and the 1960 s civil rights movement are all examples of reform efforts that","succeeded without causing major controversy","developed significant popular support","achieved their goals without government action","failed to affect the nation as a whole","American plans for redrawing the map of Eastern Europe.","developed significant popular support"
1115,"In the period from 1890 to 1920, which development was the result of the other three?","labor union agitation in response to unemployment","Progressive Party plea for compulsory education","public outcry following numerous industrial accidents","passage of child labor laws by individual states","American plans for redrawing the map of Eastern Europe.","passage of child labor laws by individual states"
1116,"A main purpose of President Theodore Roosevelt s trustbusting policies was to","reduce corruption in government","save the nation s banks","encourage competition in business","end strikes by labor unions","American plans for redrawing the map of Eastern Europe.","encourage competition in business"
1117,"Since 1913, the United States banking system, interest rates, and the amount of money in circulation have largely been controlled by the","United States Supreme Court","Federal Reserve System","Federal Deposit Insurance Corporation","President s Council of Economic Advisors","American plans for redrawing the map of Eastern Europe.","Federal Reserve System"
1118,"During which period in United States history were the amendments concerning the income tax, direct election of Senators. Prohibition, and women s suffrage enacted?","Reconstruction","The Gilded Age","Progressive Era","New Deal","American plans for redrawing the map of Eastern Europe.","Progressive Era"
1119,"Theodore Roosevelt, Woodrow Wilson, and Robert M. LaFollette are all considered progressives because they","supported the formation of the first trade union","used Presidential power to break up strikes","worked to limit the power of big business","formed the first civil rights organizations","American plans for redrawing the map of Eastern Europe.","worked to limit the power of big business"
1120,"A progressive income tax is based on the idea that","taxpayers with larger incomes should be taxed at a higher rate","all taxpayers should be taxed equal amounts of money","all income should be taxed at the same rate","taxation should be used to encourage social programs","American plans for redrawing the map of Eastern Europe.","taxpayers with larger incomes should be taxed at a higher rate"
1121,"In the early 20th century, muckrakers were able to influence American society mainly through their","frequent acts of civil disobedience","activities as government officials","publication of articles and books","control over factories","American plans for redrawing the map of Eastern Europe.","publication of articles and books"
1122,"The initiative, referendum, recall, and direct primary are all intended to","make the President more responsive to the wishes of Congress","reduce the influence of the media on elections","give political parties more control of the electoral process","increase participation in government by citizens","American plans for redrawing the map of Eastern Europe.","increase participation in government by citizens"
1123,"Which event of the early 1900 s is evidence that Upton Sinclair s novel  The Jungle  had an important impact on the United States?","adoption of reforms in public education","passage of legislation limiting immigration","adoption of the 18th amendment establishing Prohibition","passage of legislation requiring Federal inspection of meat","American plans for redrawing the map of Eastern Europe.","passage of legislation requiring Federal inspection of meat"
1124,"A valid generalization about reform movements throughout United States history is that","reform movements have failed to use the media effectively","most successful reform movements affect relatively few people","many reform movements have led to long-lasting changes in society","most reform movements have had little impact on the economy","American plans for redrawing the map of Eastern Europe.","many reform movements have led to long-lasting changes in society"
1125,"A major purpose of the Federal Reserve System is to","deal with the trade deficit through tariffs and quotas","control the minimum wage","establish the Federal budget","regulate interest rates and the money supply","American plans for redrawing the map of Eastern Europe.","regulate interest rates and the money supply"
1126,"A major goal of reformers during the Progressive Era was to","end segregation in the South","correct the abuses of big business","limit immigration from Latin America","enact high tariffs to help domestic industry grow","American plans for redrawing the map of Eastern Europe.","correct the abuses of big business"
1127,"The main purpose of a progressive income tax is to","base tax rates on a person's ability to pay","increase government spending on welfare programs","tax everyone at the same percentage rate","ensure a balanced budget","American plans for redrawing the map of Eastern Europe.","base tax rates on a person's ability to pay"
1128,"A belief shared by Presidents Theodore Roosevelt, William Taft, and Woodrow Wilson is that the Federal Government should","allow the free-enterprise system to work without regulation","use its power to regulate unfair business practices","provide jobs for unemployed workers","support unions in labor-management disputes","American plans for redrawing the map of Eastern Europe.","use its power to regulate unfair business practices"
1129,"How the Other Half Lives , Jacob Riis (1890)","Most Americans have developed a preference for escapist and romantic literature.","Most American authors have adopted a con-servative viewpoint","American business has corrected poor condi-tions quickly.","These works have had significant influence on social, political, and economic reforms.","American plans for redrawing the map of Eastern Europe.","These works have had significant influence on social, political, and economic reforms."
1130,"A major function of the Federal Reserve System is to","suggest ways for the Federal Government to save money","lend money to state governments","manage the supply of currency and bank credit","issue United States Savings Bonds","American plans for redrawing the map of Eastern Europe.","manage the supply of currency and bank credit"
1131,"The purpose of the Interstate Commerce Act (1887), the Sherman Antitrust Act (1890), and the Clayton Antitrust Act (1914) was to","eliminate unfair business practices","reduce imports from foreign nations","reduce the power of the unions","increase the power of local governments","American plans for redrawing the map of Eastern Europe.","eliminate unfair business practices"
1132,"A common characteristic of third political parties in the United States is that they","tend to focus on one person or one issue","come into existence only during periods of corruption","have dealt mainly with foreign policy issues","have frequently forced Congress to decide Presidential elections","American plans for redrawing the map of Eastern Europe.","tend to focus on one person or one issue"
1133,"The actions of Jane Addams, Ida Tarbell, and Booker T. Washington illustrate that reform in the United States has","utilized a variety of methods to achieve many goals","depended on support from religious groups","relied on programs initiated by the Federal Government","promoted women s suffrage as its main goal","American plans for redrawing the map of Eastern Europe.","utilized a variety of methods to achieve many goals"
1134,"Both the Sherman Antitrust Act and the Clayton Antitrust Act were passed in response to the problem of","companies refusing to hire minority workers","businesses choosing to hire illegal immigrants","unsafe working conditions in factories","business combinations limiting competition","American plans for redrawing the map of Eastern Europe.","business combinations limiting competition"
1135,"The Sherman Antitrust Act and the Clayton Antitrust Act were passed in an effort to","promote the formation of new trusts","maintain competition in business","increase business investment","limit the activities of foreign corporations","American plans for redrawing the map of Eastern Europe.","maintain competition in business"
1136,"One idea that both Booker T. Washington and W. E. B. Du Bois supported is that","African Americans should have increased civil rights","vocational training was the best approach to education","immigration was responsible for racial segregation","Jim Crow laws were needed to help African Americans","American plans for redrawing the map of Eastern Europe.","African Americans should have increased civil rights"
1137,"Which leader founded a vocational training institution in the late 1800s to improve economic opportunities for African Americans?","George Washington Carver","Frederick Douglass","W. E. B. Du Bois","Booker T. Washington","American plans for redrawing the map of Eastern Europe.","Booker T. Washington"
1138,"The initiative, referendum, and recall election were supported by the Progressives as ways to","limit government regulation of the press","limit the role of the Supreme Court in constitutional issues","increase citizen participation in the political process","increase the influence of major political parties","American plans for redrawing the map of Eastern Europe.","increase citizen participation in the political process"
1139,"Jacob Riis, in How the Other Half Lives, and Lincoln Steffens, in The Shame of the Cities, contributed to reform movements in the United States by","exposing poverty and corruption","opposing westward expansion","criticizing racial injustice","supporting organized labor","American plans for redrawing the map of Eastern Europe.","exposing poverty and corruption"
1140,"Lincoln Steffens and Jane Addams are best known for","attempting to ease the problems of the urban poor","fighting for temperance and Prohibition","leading political movements on behalf of the Populist Party","promoting the interests of organized labor","American plans for redrawing the map of Eastern Europe.","attempting to ease the problems of the urban poor"
1141,"The Clayton Antitrust Act was passed to","restore business competition","end stock market speculation","prosecute corrupt labor unions","break up city political party machines","American plans for redrawing the map of Eastern Europe.","restore business competition"
1142,"The Federal Reserve System attempts to manage the United States economy by","setting tariff rates","raising or lowering income taxes","insuring bank accounts","regulating interest rates","American plans for redrawing the map of Eastern Europe.","regulating interest rates"
1143,"What was a significant impact of the Progressive movement on American life?","increased government regulation of business","increased restrictions on presidential  powers","decreased influence of the media on public policy","reduced government spending for social programs","American plans for redrawing the map of Eastern Europe.","increased government regulation of business"
1143,"What was a significant impact of the Progressive movement on American life?","increased government regulation of business","increased restrictions on presidential  powers","decreased influence of the media on public policy","reduced government spending for social programs","American plans for redrawing the map of Eastern Europe.","increased government regulation of business"
1143,"What was a significant impact of the Progressive movement on American life?","increased government regulation of business","increased restrictions on presidential  powers","decreased influence of the media on public policy","reduced government spending for social programs","American plans for redrawing the map of Eastern Europe.","increased government regulation of business"
1146,"The Fourteen Points and the Atlantic Charter were both","statements of post-war goals for establishing world peace","plans of victorious nations to divide conquered territories","military strategies for defeating enemy nations","agreements between nations to eliminate further development of weapons","American plans for redrawing the map of Eastern Europe.","statements of post-war goals for establishing world peace"
1147,"The most stringent protection of free speech would not protect a man in falsely shouting fire in a theater and causing a panic.","The needs of the government are more important than civil liberties.","Constitutional protections of liberty are not absolute.","The Supreme Court can eliminate freedoms listed in the Bill of Rights.","The Bill of Rights does not safeguard individual liberties.","American plans for redrawing the map of Eastern Europe.","Constitutional protections of liberty are not absolute."
1148,"From 1914 to 1916, as World War I raged in Europe, Americans were not able to remain neutral in thought as well as action mainly because","United States membership in military alliances required the nation to fight","United States newspapers encouraged a policy of imperialist expansion","the warring powers interfered with the United States right to freedom of the seas","President Woodrow Wilson supported the war aims of Germany and Austria-Hungary","American plans for redrawing the map of Eastern Europe.","the warring powers interfered with the United States right to freedom of the seas"
1149,"After World War I, the opposition of some Members of Congress to the Versailles Treaty was based largely on the idea that the Treaty","did not punish the Central Powers harshly enough","did not give the United States an important role in world affairs","would require the United States to join the League of Nations and might result in a loss of United States sovereignty","would require the United States to assume the cost of rebuilding the war-torn European economies","American plans for redrawing the map of Eastern Europe.","would require the United States to join the League of Nations and might result in a loss of United States sovereignty"
1150,"The clear and present danger ruling of the Supreme Court in  Schenck v. United States  illustrates the continuing conflict between","free speech and governmental authority","the use of search warrants and the rights of the accused","state powers and Federal powers","religious freedom and separation of church and state","American plans for redrawing the map of Eastern Europe.","free speech and governmental authority"
1151,"President Woodrow Wilson s Fourteen Points were intended to","make the United States, Great Britain, and France into leading world powers","redistribute Germany s colonies among the Allied nations","prevent international tensions from leading to war","punish Germany for causing World War I","American plans for redrawing the map of Eastern Europe.","prevent international tensions from leading to war"
1152,"The clear and present danger ruling in the Supreme Court case  Schenck v. United States  (1919) confirmed the idea that","prayer in public schools is unconstitutional","racism in the United States is illegal","interstate commerce can be regulated by state governments","constitutional rights are not absolute","American plans for redrawing the map of Eastern Europe.","constitutional rights are not absolute"
1153,"A major reason for the isolationist trend in the United States following World War I was","a desire to continue the reforms of the Progressives","the public s desire to end most trade with other nations","the failure of the United States to gain new territory","a disillusionment over the outcomes of the war","American plans for redrawing the map of Eastern Europe.","a disillusionment over the outcomes of the war"
1154,"We are to be an instrument in the hands of God to see that liberty is made secure for mankind.","protesting the sinking of the Lusitania","proposing a program of civil rights for minorities in American society","urging the Allies to adopt the Fourteen Points","taking control of territories conquered in World War I","American plans for redrawing the map of Eastern Europe.","urging the Allies to adopt the Fourteen Points"
1155,"In stating the principle of a clear and present danger in  Schenck v. United States , the Supreme Court established that","constitutional rights are not absolute","the Constitution guarantees the right to privacy","Congress can pass a law to eliminate any part of the Bill of Rights","all individual rights are eliminated during wartime","American plans for redrawing the map of Eastern Europe.","constitutional rights are not absolute"
1156,"Which action best demonstrated the United States effort to isolate itself from European conflicts after World War I?","lowering tariff rates","attempting to improve relations with Asia","failing to sign international disarmament agreements","refusing to join the League of Nations","American plans for redrawing the map of Eastern Europe.","refusing to join the League of Nations"
1157,"Which generalization is consistent with the ruling of the United States Supreme Court in  Schenck v. United States ?","The freedoms guaranteed in the Bill of Rights are virtually unlimited","Government has the right to suspend any rights at any time.","Individual rights can be limited in the national interest","The balance between individual rights and the general social welfare almost always favors individual rights.","American plans for redrawing the map of Eastern Europe.","Individual rights can be limited in the national interest"
1158,"President Woodrow Wilson s statement  The world must be made safe for democracy  was made to justify his decision to","end United States imperialism in Latin America","support tariff reform","send troops into Mexico to capture Pancho Villa","ask Congress to declare war against Germany","American plans for redrawing the map of Eastern Europe.","ask Congress to declare war against Germany"
1159,"President Woodrow Wilson s Fourteen Points were based on the belief that","military strength is a nation s best path to world peace","isolationism should guide international relations","the principle of self-determination should be applied to people of all nations","industrial nations should have equal access to colonial possessions","American plans for redrawing the map of Eastern Europe.","the principle of self-determination should be applied to people of all nations"
1160,"The demand for German war reparations by the European Allies helps to explain the failure of the peace settlement following","World War I","World War II","the Korean War","the Vietnam War","American plans for redrawing the map of Eastern Europe.","World War I"
1161,"What was a major reason for United States entry into World War I?","to overthrow the czarist government of Russia","to keep Latin America from being attacked by Germany","to maintain freedom of the seas","to break up the colonial empires of the Allies","American plans for redrawing the map of Eastern Europe.","to maintain freedom of the seas"
1162,"Which situation was the immediate cause of the United States entry into World War I in 1917?","The League of Nations requested help.","The Maine was blown up in Havana Harbor.","Nazi tyranny threatened Western democracy.","German submarines sank United States merchant ships.","American plans for redrawing the map of Eastern Europe.","German submarines sank United States merchant ships."
1163,"Why did the Senate reject the Versailles Treaty (1919)?","to keep the United States free from foreign entanglements","to express opposition to the harsh sanctions imposed on Germany","to avoid the dues for membership in the League of Nations","to reduce United States military forces in Europe","American plans for redrawing the map of Eastern Europe.","to keep the United States free from foreign entanglements"
1164,"Which argument did President Woodrow Wilson use to persuade Congress to enter World War I?","making the world safe for democracy","retaliating against the Japanese bombing of Pearl Harbor","assisting the neutral nations with their defense","removing the Nazi threat from the Western Hemisphere","American plans for redrawing the map of Eastern Europe.","making the world safe for democracy"
1165,"Data from this graph support the conclusion that World War I","caused the United States trade deficit to increase","cost the United States many billions of dollars","was a significant benefit to the American economy","created an unfavorable balance of trade","American plans for redrawing the map of Eastern Europe.","was a significant benefit to the American economy"
1166,"In the case Schenck v. United States (1919), the United States Supreme Court settled the issue of limits on individual freedoms during wartime by establishing the","clear and present danger test","states  rights principle","separate but equal doctrine","popular sovereignty principle","American plans for redrawing the map of Eastern Europe.","clear and present danger test"
1167,"Many senators who opposed United States membership in the League of Nations argued that joining the League would","involve the nation in future military conflicts","reduce freedom of the seas","end the country s free-trade policy","endanger the nation s military preparedness","American plans for redrawing the map of Eastern Europe.","involve the nation in future military conflicts"
1168,"During World War I, many American women helped gain support for the suffrage movement by","protesting against the war","joining the military service","lobbying for child-care facilities","working in wartime industries","American plans for redrawing the map of Eastern Europe.","working in wartime industries"
1169,"Following World War I, the United States Senate refused to ratify the Treaty of Versailles primarily because the treaty","failed to include most of President Wilson s Fourteen Points","did not punish Germany for starting the war","contained provisions that might lead the United States into foreign conflicts","made no provision for reduction of military weapons","American plans for redrawing the map of Eastern Europe.","contained provisions that might lead the United States into foreign conflicts"
1170,"The migration of African Americans to the North during and following World War I was mainly a result of the","success of military desegregation","efforts of the civil rights movement","availability of new factory jobs","impact of affirmative action programs","American plans for redrawing the map of Eastern Europe.","availability of new factory jobs"
1171,"One goal for a lasting peace that President Woodrow Wilson included in his Fourteen Points was","establishing a League of Nations","maintaining a permanent military force in Europe","returning the United States to a policy of isolationism","blaming Germany for causing World War I","American plans for redrawing the map of Eastern Europe.","establishing a League of Nations"
1172,"The  clear and present danger  doctrine stated by the Supreme Court in the case of Schenck v. United States (1919) had an important impact on the Bill of Rights because it","limited the powers of the president","placed limits on freedom of speech","clarified standards for a fair trial","expanded the rights of persons accused of crimes","American plans for redrawing the map of Eastern Europe.","placed limits on freedom of speech"
1173,"During his reelection campaign in 1916, President Woodrow Wilson used the slogan,  He kept us out of war.  In April of 1917, Wilson asked Congress to declare war on Germany. What helped bring about this change?","Bolshevik forces increased their strength in Germany and Italy.","Britain was invaded by nations of the Central Powers.","Russia signed a treaty of alliance with the Central Powers.","Germany resumed unrestricted submarine warfare.","American plans for redrawing the map of Eastern Europe.","Germany resumed unrestricted submarine warfare."
1174,"The change in the nation s attitude toward membership in the League of Nations and membership in the United Nations shows the contrast between","neutrality and containment","appeasement and internationalism","isolationism and involvement","interventionism and d tente","American plans for redrawing the map of Eastern Europe.","isolationism and involvement"
1175,"A major reason the United States entered World War I was to","gain additional colonial possessions","react to the bombing of Pearl Harbor","honor prewar commitments to its military allies","safeguard freedom of the seas for United States ships","American plans for redrawing the map of Eastern Europe.","safeguard freedom of the seas for United States ships"
1176,"At the beginning of World War I, President Woodrow Wilson followed a traditional United States foreign policy by","refusing to permit trade with either side in the conflict","sending troops to aid Great Britain","declaring American neutrality","requesting an immediate declaration of war against the aggressors","American plans for redrawing the map of Eastern Europe.","declaring American neutrality"
1176,"At the beginning of World War I, President Woodrow Wilson followed a traditional United States foreign policy by","refusing to permit trade with either side in the conflict","sending troops to aid Great Britain","declaring American neutrality","requesting an immediate declaration of war against the aggressors","American plans for redrawing the map of Eastern Europe.","declaring American neutrality"
1178,"In the United States, the Red Scare of 1919 and the McCarthy Era of the early 1950 s were periods of","severe economic depression","widespread support for groups promoting international anarchy","great growth in art, literature, and music","persecution of people suspected of holding anti-American political views","American plans for redrawing the map of Eastern Europe.","persecution of people suspected of holding anti-American political views"
1179,"Which conclusion can be drawn from the occurrence of the Red Scare and the decision of the Supreme Court in  Schenck v. United States ?","Immigrants to the United States are consistently denied equal protection under the law.","A person s best protection from persecution rests with the Supreme Court.","Civil rights are sometimes compromised by the public s fear of radical political groups","Violent protests in the United States are usually met with a violent response from the government.","American plans for redrawing the map of Eastern Europe.","Civil rights are sometimes compromised by the public s fear of radical political groups"
1180,"Which factors were the major causes of the Red Scare and the Palmer Raids, which followed World War I?","success of the Communist Party in congressional and Presidential elections","race riots in Los Angeles and the revival of the Ku Klux Klan","failure of the United States to join the League of Nations and the unpaid German war debts","the Bolshevik Revolution of 1917 in Russia and workers  strikes in the United States","American plans for redrawing the map of Eastern Europe.","the Bolshevik Revolution of 1917 in Russia and workers  strikes in the United States"
1181,"Based on a study of the trial of Sacco and Vanzetti (1920 s) and the internment of Japanese Americans (1940 s), which conclusion is most accurate?","The Bill of Rights is not intended to apply to naturalized citizens","Racial and ethnic hostilities are effectively checked by adherence to due process of law.","Internment of suspected criminals is necessary during wartime.","Nativism and racism sometimes override the ideals of constitutional democracy","American plans for redrawing the map of Eastern Europe.","Nativism and racism sometimes override the ideals of constitutional democracy"
1182,"One way in which the Red Scare of the 1920s and McCarthyism of the 1950s were similar is that both","jeopardized the rights of individuals suspected of un-American activity","occurred during times of economic depression","addressed the issue of increased government bureaucracy after a world war","led to the imprisonment of ethnic minorities during wartime","American plans for redrawing the map of Eastern Europe.","jeopardized the rights of individuals suspected of un-American activity"
1183,"The trial of Sacco and Vanzetti in the 1920s was similar to the trial of the Rosenbergs in the 1950s in that both trials were accompanied by","nativist fears of foreign influence in the United States","concern that the United States would sink into a depression","public reactions against organized crime","a grassroots movement to gain equal rights for minorities","American plans for redrawing the map of Eastern Europe.","nativist fears of foreign influence in the United States"
1184,"After World War I, why did American farmers fail to share in the general economic growth of the United States?","Many immigrants were settling in the west and competing with the farmers.","The Federal Government reduced the number of acres on which farmers could grow subsidized crops.","Farmers could not produce enough to keep up with demand.","Overproduction and competition caused falling prices.","American plans for redrawing the map of Eastern Europe.","Overproduction and competition caused falling prices."
1185,"The Harlem Renaissance of the 1920 s was a period when African Americans","left the United States in large numbers to settle in Nigeria","created noteworthy works of art and literature","migrated to the West in search of land and jobs","used civil disobedience to fight segregation in the Armed Forces","American plans for redrawing the map of Eastern Europe.","created noteworthy works of art and literature"
1186,"Public disregard for Prohibition and for laws prohibiting gambling indicates that","the American film industry has great influence on public opinion","the system of checks and balances does not work","attempts to legislate public morality may be met with strong resistance","American citizens have little, if any, respect for laws","American plans for redrawing the map of Eastern Europe.","attempts to legislate public morality may be met with strong resistance"
1187,"United States participation in the Washington Conference (1921), in the Kellogg-Briand Pact (1928), and in the SALT talks of the 1970 s is evidence that the United States","has followed a free trade policy for most of the 20th century","relies on military alliances for defense against aggression","has been willing to cooperate with other nations to reduce world tensions","believes that cultural exchange programs are a way to promote international understanding","American plans for redrawing the map of Eastern Europe.","has been willing to cooperate with other nations to reduce world tensions"
1188,"The 1920 s are sometimes called the Roaring Twenties because","foreign trade prospered after World War I","the United States assumed a leadership role in world affairs","political reforms made government more democratic","widespread social and economic change occurred","American plans for redrawing the map of Eastern Europe.","widespread social and economic change occurred"
1189,"Which condition increased the negative effects of the Great Depression?","Factories had to decrease production because of low demand.","Low levels of unemployment created labor shortages.","The demand for imported products increased.","The Federal Government raised taxes repeatedly.","American plans for redrawing the map of Eastern Europe.","Factories had to decrease production because of low demand."
1190,"The Washington Naval Conference of 1921-22 and the SALT talks of the 1970 s between the United States and the Soviet Union both reflect the belief that","civil wars within nations can create international hostilities","escalating military buildups are one of the causes of war","cultural exchange programs can reduce world tensions","rivalry between nations over the control of natural resources is the major cause of conflict","American plans for redrawing the map of Eastern Europe.","escalating military buildups are one of the causes of war"
1191,"Which generalization most accurately describes the literary works of Langston Hughes, Sinclair Lewis, and John Steinbeck?","Politics and art seldom mix well.","The best literature concerns the lives of the wealthy.","Literature often reflects the times in which it is created.","Traditional American themes are the most popular.","American plans for redrawing the map of Eastern Europe.","Literature often reflects the times in which it is created."
1192,"What was one similarity between the Red Scare following World War I and the Cold War following World War II?","Fear of communism led to the suppression of the civil liberties of some Americans.","Large numbers of Russian revolutionaries set-tled in the United States.","Congressional investigations proved that the Federal Government was heavily infiltrated by Communist spies.","Renewed fighting between wartime enemies was a constant threat.","American plans for redrawing the map of Eastern Europe.","Fear of communism led to the suppression of the civil liberties of some Americans."
1193,"Which events best support the image of the 1920 s as a decade of nativist sentiment?","the passage of the National Origins Act and the rise of the Ku Klux Klan","the Scopes trial and the passage of women s suffrage","the Washington Naval Conference and the Kellogg-Briand Pact","the growth of the auto industry and the Teapot Dome Affair","American plans for redrawing the map of Eastern Europe.","the passage of the National Origins Act and the rise of the Ku Klux Klan"
1194,"In the United States, the decade of the 1920 s was characterized by","a willingness to encourage immigration to the United States","increased consumer borrowing and spending","the active involvement of the United States in European affairs","major reforms in national labor legislation","American plans for redrawing the map of Eastern Europe.","increased consumer borrowing and spending"
1195,"In the 1920 s, the depressed situation of United States agriculture was chiefly caused by","overregulation by government","mechanization and overproduction","inefficient production techniques","stock-market speculation","American plans for redrawing the map of Eastern Europe.","mechanization and overproduction"
1196,"In the 1920 s, the Immigration Act of 1924 and the Sacco-Vanzetti trial were typical of the","rejection of traditional customs and beliefs","acceptance of cultural differences","increase in nativism and intolerance","support of humanitarian causes","American plans for redrawing the map of Eastern Europe.","increase in nativism and intolerance"
1197,"The economic boom and the financial speculation of the 1920 s were caused in part by","installment buying and an unregulated stock market","the expansion of civil rights to women and minorities","the mobilization of the economy for war","increased government restrictions on big business","American plans for redrawing the map of Eastern Europe.","installment buying and an unregulated stock market"
1198,"Speaker A:  To preserve our American culture, people whose national origins do not match the origins of our nation s founders must be refused admission.","Speaker A","Speaker B","Speaker C","Speaker D","American plans for redrawing the map of Eastern Europe.","Speaker C"
1199,"After World War I, which factor was the major cause of the migration of many African Americans to the North?","the start of the Harlem Renaissance","increased job opportunities in Northern cities","laws passed in Northern States to end racial discrimination","Federal Government job-training programs","American plans for redrawing the map of Eastern Europe.","increased job opportunities in Northern cities"
1200,"Which feature of the immigration laws of the 1920 s was different from prior laws?","Quotas were set to limit immigration from many countries","Preference was granted to Chinese immigrants","Refugees from war-torn Europe were encour-aged to enter the United States.","Efforts were made to stop illegal immigration from Latin America.","American plans for redrawing the map of Eastern Europe.","Quotas were set to limit immigration from many countries"
1201,"Which combination of factors contributed most to the start of the Great Depression of the 1930 s?","immigration restrictions and a lack of skilled workers","high taxes and overspending on social welfare programs","United States war debts and the declining value of the dollar","overproduction and the excessive use of credit","American plans for redrawing the map of Eastern Europe.","overproduction and the excessive use of credit"
1202,"Which conclusion can be drawn from the occurrence of the Red Scare and the decision of the Supreme Court in  Schenck v. United States ?","Immigrants to the United States are consistently denied equal protection under the law.","A person s best protection from persecution rests with the Supreme Court.","Civil rights are sometimes compromised by the public s fear of radical political groups","Violent protests in the United States are usually met with a violent response from the government.","American plans for redrawing the map of Eastern Europe.","Civil rights are sometimes compromised by the public s fear of radical political groups"
1203,"How the Other Half Lives , Jacob Riis (1890)  The Jungle , Upton Sinclair (1906)","Most Americans have developed a preference for escapist and romantic literature.","Most American authors have adopted a conservative viewpoint","American business has corrected poor conditions quickly.","These works have had significant influence on social, political, and economic reforms.","American plans for redrawing the map of Eastern Europe.","These works have had significant influence on social, political, and economic reforms."
1204,"A result of the Harlem Renaissance of the 1920s was the","restoration of buildings and the infrastructure in New York City","increased recognition of African-American writers and musicians","end of racial segregation laws in New York State","appointment of several African Americans as presidential advisors","American plans for redrawing the map of Eastern Europe.","increased recognition of African-American writers and musicians"
1205,"The 1925 trial of John Scopes reflects the conflict between","science and religion","isolation and international involvement","traditional roles and new roles for women","Prohibition and organized crime","American plans for redrawing the map of Eastern Europe.","science and religion"
1206,"The business of America is business.    President Calvin Coolidge. By making this statement, President Coolidge was expressing his support for","higher taxes on corporations","banking regulations","democratic socialism","the free-enterprise system","American plans for redrawing the map of Eastern Europe.","the free-enterprise system"
1207,"Which action is an example of nativism in the 1920s?","widespread violation of Prohibition laws","efforts to improve living conditions for Native American Indians","passage of laws restricting immigration","provision of credit to farmers","American plans for redrawing the map of Eastern Europe.","passage of laws restricting immigration"
1208,"Which economic practice became significantly more widespread during the 1920s?","governmental regulation of business","stock market speculation","dependence on government welfare programs","reduction of tariff rates","American plans for redrawing the map of Eastern Europe.","stock market speculation"
1208,"Which economic practice became significantly more widespread during the 1920s?","governmental regulation of business","stock market speculation","dependence on government welfare programs","reduction of tariff rates","American plans for redrawing the map of Eastern Europe.","stock market speculation"
1208,"Which economic practice became significantly more widespread during the 1920s?","governmental regulation of business","stock market speculation","dependence on government welfare programs","reduction of tariff rates","American plans for redrawing the map of Eastern Europe.","stock market speculation"
1211,"A significant cause of the Great Depression of the 1930 s was that","some banking policies were unsound and had led to the overexpansion of credit","a decrease in protective tariffs had opened American business to competition from abroad","a wave of violent strikes had paralyzed the major industries","consumer goods were relatively inexpensive","American plans for redrawing the map of Eastern Europe.","some banking policies were unsound and had led to the overexpansion of credit"
