ID, question, Option 1, Option 2, Option 3, Option 4, Answer
2064,"Of the theorists listed below, who helped to develop the humanistic approach in psychology?","Rogers","Skinner","Titchener","Freud","Rogers"
2064,"Of the theorists listed below, who helped to develop the humanistic approach in psychology?","Rogers","Skinner","Titchener","Freud","Rogers"
2066,"William James wrote Principles of Psychology and founded","structuralism.","functionalism.","behaviorism.","humanism.","functionalism."
2066,"William James wrote Principles of Psychology and founded","structuralism.","functionalism.","behaviorism.","humanism.","functionalism."
2068,"__________ focus their work on the attempt to explain all behavior in terms of internal physical mechanisms.","Biopsychologists","Behaviorists","Psychoanalysts","Humanists","Biopsychologists"
2068,"__________ focus their work on the attempt to explain all behavior in terms of internal physical mechanisms.","Biopsychologists","Behaviorists","Psychoanalysts","Humanists","Biopsychologists"
2070,"Psychodynamic psychology differs from other approaches because it is based on","animal rather than human models.","thoughts and impulses outside of conscious experience.","introspection by trained subjects.","laboratory studies in controlled settings.","thoughts and impulses outside of conscious experience."
2070,"Psychodynamic psychology differs from other approaches because it is based on","animal rather than human models.","thoughts and impulses outside of conscious experience.","introspection by trained subjects.","laboratory studies in controlled settings.","thoughts and impulses outside of conscious experience."
2072,"The humanistic viewpoint emphasizes","free will, self-image, and self-actualization.","determinism, the unconscious, and biological drives.","natural selection and practical skills.","the idea that &quot;the environment is the key causal matrix.&quot;","free will, self-image, and self-actualization."
2072,"The humanistic viewpoint emphasizes","free will, self-image, and self-actualization.","determinism, the unconscious, and biological drives.","natural selection and practical skills.","the idea that &quot;the environment is the key causal matrix.&quot;","free will, self-image, and self-actualization."
2074,"According to John B. Watson, psychology is the study of","the mind.","conscious experience.","mental states.","behavior.","behavior."
2074,"According to John B. Watson, psychology is the study of","the mind.","conscious experience.","mental states.","behavior.","behavior."
2076,"&quot;I seek to understand the principles whereby a child develops the ability to think, speak, perceive, and learn.&quot; This statement identifies one as a __________ psychologist.","physiological","social","developmental","sensory/perceptual","developmental"
2076,"&quot;I seek to understand the principles whereby a child develops the ability to think, speak, perceive, and learn.&quot; This statement identifies one as a __________ psychologist.","physiological","social","developmental","sensory/perceptual","developmental"
2078,"Behavior is","anything a person does.","only those things a person does which you can see.","only those things which can be recorded by a camera.","only those things which a person can see with his/her senses.","anything a person does."
2078,"Behavior is","anything a person does.","only those things a person does which you can see.","only those things which can be recorded by a camera.","only those things which a person can see with his/her senses.","anything a person does."
2080,"According to the __________ view, the need for love, self-esteem, belonging, self expression, and creativity are as important as biological needs.","psychodynamic","behavioristic","humanistic","cognitive","humanistic"
2080,"According to the __________ view, the need for love, self-esteem, belonging, self expression, and creativity are as important as biological needs.","psychodynamic","behavioristic","humanistic","cognitive","humanistic"
2082,"Biopsychologists","limit the scope of their study to animals.","are concerned with self-actualization and free will.","stress the unconscious aspect of behavior.","attempt to explain behavior in terms of biological or physical mechanisms.","attempt to explain behavior in terms of biological or physical mechanisms."
2082,"Biopsychologists","limit the scope of their study to animals.","are concerned with self-actualization and free will.","stress the unconscious aspect of behavior.","attempt to explain behavior in terms of biological or physical mechanisms.","attempt to explain behavior in terms of biological or physical mechanisms."
2084,"Which of the following best describes Maslow's concept of self-actualization?","the need to protect one's self-image through self-deception","the need to feel a part of a higher spiritual order","the need to develop one's potential fully","self-actualization","the need to develop one's potential fully"
2084,"Which of the following best describes Maslow's concept of self-actualization?","the need to protect one's self-image through self-deception","the need to feel a part of a higher spiritual order","the need to develop one's potential fully","self-actualization","the need to develop one's potential fully"
2086,"Which view of human nature is considered to be the most philosophical and the least scientific?","behaviorism","cognitive psychology","humanism","psychoanalysis","humanism"
2086,"Which view of human nature is considered to be the most philosophical and the least scientific?","behaviorism","cognitive psychology","humanism","psychoanalysis","humanism"
2088,"In bright light, the iris __________ and the pupil __________ to control the amount of light entering the eye.","expands; constricts","constricts; expands","focuses; constricts","constricts; focuses","expands; constricts"
2088,"In bright light, the iris __________ and the pupil __________ to control the amount of light entering the eye.","expands; constricts","constricts; expands","focuses; constricts","constricts; focuses","expands; constricts"
2090,"The pain-killing effects of acupuncture may be related to","sensory adaptation.","stabilization of physiological nystagmus.","the triggering of perceptual defense systems.","release of endorphins.","release of endorphins."
2090,"The pain-killing effects of acupuncture may be related to","sensory adaptation.","stabilization of physiological nystagmus.","the triggering of perceptual defense systems.","release of endorphins.","release of endorphins."
2092,"Information picked up by the body's receptor cells is termed","cognition","perception.","adaptation.","sensation.","sensation."
2092,"Information picked up by the body's receptor cells is termed","cognition","perception.","adaptation.","sensation.","sensation."
2094,"The function of the lens is to","locate an image.","focus an image on the retina.","combine the location and projection on the blind spot.","project an image on the cornea.","focus an image on the retina."
2094,"The function of the lens is to","locate an image.","focus an image on the retina.","combine the location and projection on the blind spot.","project an image on the cornea.","focus an image on the retina."
2096,"Hearing aids are of no use to an individual with __________ deafness.","ossicle","nerve","conduction","auditory","nerve"
2096,"Hearing aids are of no use to an individual with __________ deafness.","ossicle","nerve","conduction","auditory","nerve"
2098,"Information processed below the normal level of awareness is called","adaptive.","subnormal.","psychophysical.","subliminal.","subliminal."
2098,"Information processed below the normal level of awareness is called","adaptive.","subnormal.","psychophysical.","subliminal.","subliminal."
2100,"The idea that the amount of change in a stimulus necessary to produce a JND is a constant proportion of the stimulus intensity is called","James' law.","the all-or-none principle.","the law of diminishing returns.","Weber's law.","Weber's law."
2100,"The idea that the amount of change in a stimulus necessary to produce a JND is a constant proportion of the stimulus intensity is called","James' law.","the all-or-none principle.","the law of diminishing returns.","Weber's law.","Weber's law."
2102,"Neural circuits of many sensory systems","respond to specific stimulus patterns.","respond to the whole visual field.","respond primarily to stationary objects.","develop only after birth.","respond to specific stimulus patterns."
2102,"Neural circuits of many sensory systems","respond to specific stimulus patterns.","respond to the whole visual field.","respond primarily to stationary objects.","develop only after birth.","respond to specific stimulus patterns."
2104,"A researcher presents two lights of varying brightness to a subject who is asked to respond &quot;same&quot; or &quot;different&quot; by comparing their intensities. The researcher is seeking the","just noticeable difference.","absolute threshold.","subliminal threshold.","minimal threshold.","just noticeable difference."
2104,"A researcher presents two lights of varying brightness to a subject who is asked to respond &quot;same&quot; or &quot;different&quot; by comparing their intensities. The researcher is seeking the","just noticeable difference.","absolute threshold.","subliminal threshold.","minimal threshold.","just noticeable difference."
2106,"Seeing out of the corner of your eye, often important in sports activities and driving, is called","tunnel vision.","peripheral vision.","astigmatism.","feature detection.","peripheral vision."
2106,"Seeing out of the corner of your eye, often important in sports activities and driving, is called","tunnel vision.","peripheral vision.","astigmatism.","feature detection.","peripheral vision."
2108,"Brain cells that analyze incoming sensory information into lines, angles, shading, and movement are called","sight cells.","second stage sensors.","feature detectors.","vision neurons.","feature detectors."
2108,"Brain cells that analyze incoming sensory information into lines, angles, shading, and movement are called","sight cells.","second stage sensors.","feature detectors.","vision neurons.","feature detectors."
2110,"Which would represent the greatest loss to a professional wine taster or chef?","vestibular loss","injury to the pinna","olfactory loss","injury to the cochlea","olfactory loss"
2110,"Which would represent the greatest loss to a professional wine taster or chef?","vestibular loss","injury to the pinna","olfactory loss","injury to the cochlea","olfactory loss"
2112,"Photoreceptors are the __________ sensitive cells that line the retina.","wide band","narrow band","combination","light","light"
2112,"Photoreceptors are the __________ sensitive cells that line the retina.","wide band","narrow band","combination","light","light"
2114,"Difference thresholds","occur when we can first detect some stimulus.","occur when we can detect the change in the intensity of a stimulus.","depend on the energy necessary to stimulate a sensory receptor.","are measured in Judgmental Normal Differences.","occur when we can detect the change in the intensity of a stimulus."
2114,"Difference thresholds","occur when we can first detect some stimulus.","occur when we can detect the change in the intensity of a stimulus.","depend on the energy necessary to stimulate a sensory receptor.","are measured in Judgmental Normal Differences.","occur when we can detect the change in the intensity of a stimulus."
2116,"It is now believed that subliminal advertising","is a powerful influence and should be legally controlled.","is effective only when used in wide-screen movies.","is successful because the stimuli used register unconsciously.","has a weak effect, if any at all.","has a weak effect, if any at all."
2116,"It is now believed that subliminal advertising","is a powerful influence and should be legally controlled.","is effective only when used in wide-screen movies.","is successful because the stimuli used register unconsciously.","has a weak effect, if any at all.","has a weak effect, if any at all."
2118,"In order for a frog's visual &quot;bug-detector&quot; to work, the bug must be","colored.","coming closer to the frog.","stationary.","moving.","moving."
2118,"In order for a frog's visual &quot;bug-detector&quot; to work, the bug must be","colored.","coming closer to the frog.","stationary.","moving.","moving."
2120,"Subliminal perception","involves the presentation of stimuli too rapidly or too weakly to be consciously recognized.","has not been used by advertisers in an attempt to increase sales.","has dramatic effects on a person's emotions.","changes an individual's intended behavior.","involves the presentation of stimuli too rapidly or too weakly to be consciously recognized."
2120,"Subliminal perception","involves the presentation of stimuli too rapidly or too weakly to be consciously recognized.","has not been used by advertisers in an attempt to increase sales.","has dramatic effects on a person's emotions.","changes an individual's intended behavior.","involves the presentation of stimuli too rapidly or too weakly to be consciously recognized."
2122,"A visual defect known as astigmatism is the result of","an eyeball that is too short.","an eyeball that is too long.","an abnormal distribution of visual receptors in the retina.","a misshapen cornea or lens.","a misshapen cornea or lens."
2122,"A visual defect known as astigmatism is the result of","an eyeball that is too short.","an eyeball that is too long.","an abnormal distribution of visual receptors in the retina.","a misshapen cornea or lens.","a misshapen cornea or lens."
2124,"Which sensory receptor is found in greatest numbers in the skin?","touch receptors","warmth receptors","pressure receptors","pain receptors","pain receptors"
2124,"Which sensory receptor is found in greatest numbers in the skin?","touch receptors","warmth receptors","pressure receptors","pain receptors","pain receptors"
2126,"Frequency is to __________ as amplitude is to __________.","compression; rarefaction","rarefaction; compression","pitch; loudness","loudness; pitch","pitch; loudness"
2126,"Frequency is to __________ as amplitude is to __________.","compression; rarefaction","rarefaction; compression","pitch; loudness","loudness; pitch","pitch; loudness"
2128,"Limen refers to","a threshold.","perceptual defense.","a sensation.","subliminal messages.","a threshold."
2128,"Limen refers to","a threshold.","perceptual defense.","a sensation.","subliminal messages.","a threshold."
2130,"The process where the lens of the eye changes shape is called","accommodation.","plasticity.","adaptation.","regulation.","accommodation."
2130,"The process where the lens of the eye changes shape is called","accommodation.","plasticity.","adaptation.","regulation.","accommodation."
2132,"Hearing loss caused when the eardrums or ossicles are damaged by disease or injury is called","Hunter's notch.","conduction deafness.","stimulation deafness.","nerve deafness.","conduction deafness."
2132,"Hearing loss caused when the eardrums or ossicles are damaged by disease or injury is called","Hunter's notch.","conduction deafness.","stimulation deafness.","nerve deafness.","conduction deafness."
2134,"The incoming flow of information from our sensory systems is referred to as","sensation.","perception.","adaptation.","cognition.","sensation."
2134,"The incoming flow of information from our sensory systems is referred to as","sensation.","perception.","adaptation.","cognition.","sensation."
2136,"What sensory organs responsible for balance are also related to motion sickness?","ciliary muscles.","the cochlea.","the olfactory bulb.","the semicircular canals","the semicircular canals"
2136,"What sensory organs responsible for balance are also related to motion sickness?","ciliary muscles.","the cochlea.","the olfactory bulb.","the semicircular canals","the semicircular canals"
2138,"The cones of the retina","are densely packed in an area called the fovea.","are specialized for black and white sensations.","function best in dim light.","are not well specialized for fine detail.","are densely packed in an area called the fovea."
2138,"The cones of the retina","are densely packed in an area called the fovea.","are specialized for black and white sensations.","function best in dim light.","are not well specialized for fine detail.","are densely packed in an area called the fovea."
2140,"The organ of hearing, where sensitive cells respond to auditory stimuli, is known as the","auditory ossicles.","retina.","cochlea.","oval window.","cochlea."
2140,"The organ of hearing, where sensitive cells respond to auditory stimuli, is known as the","auditory ossicles.","retina.","cochlea.","oval window.","cochlea."
2142,"Myopia is the condition of the eyes in which the person cannot","focus on distant objects.","see very well in dim illumination.","focus on objects near the eyes.","see clearly because the lens is pigmented.","focus on distant objects."
2142,"Myopia is the condition of the eyes in which the person cannot","focus on distant objects.","see very well in dim illumination.","focus on objects near the eyes.","see clearly because the lens is pigmented.","focus on distant objects."
2144,"The iris controls the","thickness of the lens.","size of the pupil.","flexibility of the cornea.","distance between the lens and retina.","size of the pupil."
2144,"The iris controls the","thickness of the lens.","size of the pupil.","flexibility of the cornea.","distance between the lens and retina.","size of the pupil."
2146,"Brain cells that analyze incoming sensory information into lines, angles, shading and movement are called","sight cells.","second stage sensors.","feature detectors.","vision neurons.","feature detectors."
2146,"Brain cells that analyze incoming sensory information into lines, angles, shading and movement are called","sight cells.","second stage sensors.","feature detectors.","vision neurons.","feature detectors."
2148,"The psychological dimension corresponding to the amplitude of light waves is","hue.","brightness.","transparency.","timbre.","brightness."
2148,"The psychological dimension corresponding to the amplitude of light waves is","hue.","brightness.","transparency.","timbre.","brightness."
2150,"Sense receptors are biological transducers, which means that they","select from a broad range of stimulation.","analyze the environment into important features.","convert one form of energy to another.","detect only a limited range of energies.","convert one form of energy to another."
2150,"Sense receptors are biological transducers, which means that they","select from a broad range of stimulation.","analyze the environment into important features.","convert one form of energy to another.","detect only a limited range of energies.","convert one form of energy to another."
2152,"Airborne chemical signals which greatly affect mating, sexual behavior, and territorial marking among animals are called","hormones.","pheromones.","anosmias.","lock and key signals.","pheromones."
2152,"Airborne chemical signals which greatly affect mating, sexual behavior, and territorial marking among animals are called","hormones.","pheromones.","anosmias.","lock and key signals.","pheromones."
2154,"In the eye, focusing is accomplished by","changing the thickness of the cornea.","relaxing or constricting the fovea.","changing the distance between the lens and the retina.","changing the thickness (or shape) of the lens.","changing the thickness (or shape) of the lens."
2154,"In the eye, focusing is accomplished by","changing the thickness of the cornea.","relaxing or constricting the fovea.","changing the distance between the lens and the retina.","changing the thickness (or shape) of the lens.","changing the thickness (or shape) of the lens."
2156,"Which theory of hearing explains the perception of higher sounds?","tone","place","frequency","auditory","place"
2156,"Which theory of hearing explains the perception of higher sounds?","tone","place","frequency","auditory","place"
2158,"Which theory of color vision is correct?","opponent-process","trichromatic","afterimage","both opponent-process and trichromatic","both opponent-process and trichromatic"
2158,"Which theory of color vision is correct?","opponent-process","trichromatic","afterimage","both opponent-process and trichromatic","both opponent-process and trichromatic"
2160,"Visual acuity is best when","an image falls on the rods.","colors at the edges of the visible spectrum are used.","an image falls on the fovea.","both the rods and the cones are used.","an image falls on the fovea."
2160,"Visual acuity is best when","an image falls on the rods.","colors at the edges of the visible spectrum are used.","an image falls on the fovea.","both the rods and the cones are used.","an image falls on the fovea."
2162,"Skin mapping indicates that","the forearm is the most sensitive area of the body.","skin receptors are found in varying concentrations, reflecting the sensitivity of the body areas.","pain receptors do not vary in concentration, but are uniform for all parts of the body.","temperature sensitivity is greatest in the chest and trunk areas.","skin receptors are found in varying concentrations, reflecting the sensitivity of the body areas."
2162,"Skin mapping indicates that","the forearm is the most sensitive area of the body.","skin receptors are found in varying concentrations, reflecting the sensitivity of the body areas.","pain receptors do not vary in concentration, but are uniform for all parts of the body.","temperature sensitivity is greatest in the chest and trunk areas.","skin receptors are found in varying concentrations, reflecting the sensitivity of the body areas."
2164,"When an image is stabilized on the retina, after a brief period of time the image","is seen with normal visual acuity.","is seen with better than normal acuity.","fades and disappears.","becomes distorted in shape and color.","fades and disappears."
2164,"When an image is stabilized on the retina, after a brief period of time the image","is seen with normal visual acuity.","is seen with better than normal acuity.","fades and disappears.","becomes distorted in shape and color.","fades and disappears."
2166,"Visual perception is ultimately a function of the","muscular movements of the eye.","neural activity of the rods and cones.","particular pathways over which neural impulses travel.","neural activity in the brain.","neural activity in the brain."
2166,"Visual perception is ultimately a function of the","muscular movements of the eye.","neural activity of the rods and cones.","particular pathways over which neural impulses travel.","neural activity in the brain.","neural activity in the brain."
2168,"The part of the eye where the optic nerve leaves the eye is called the","lens.","retina.","blind spot.","pupil.","blind spot."
2168,"The part of the eye where the optic nerve leaves the eye is called the","lens.","retina.","blind spot.","pupil.","blind spot."
2170,"The point at which a change in sensory stimulation is detected is called the","absolute threshold.","psychophysical equation.","just noticeable difference.","Weber Effect.","just noticeable difference."
2170,"The point at which a change in sensory stimulation is detected is called the","absolute threshold.","psychophysical equation.","just noticeable difference.","Weber Effect.","just noticeable difference."
2172,"Night vision is mainly due to an increase in","rhodopsin.","visual acuity.","peripheral vision.","the sensitivity of the lens.","rhodopsin."
2172,"Night vision is mainly due to an increase in","rhodopsin.","visual acuity.","peripheral vision.","the sensitivity of the lens.","rhodopsin."
2174,"The vestibular sense helps keep us from","eating too much.","starving to death.","being blinded by the sun.","falling over.","falling over."
2174,"The vestibular sense helps keep us from","eating too much.","starving to death.","being blinded by the sun.","falling over.","falling over."
2176,"The minimum amount of energy needed for a sensation to occur is called","the absolute threshold.","a transducer.","data reduction.","minimal level.","the absolute threshold."
2176,"The minimum amount of energy needed for a sensation to occur is called","the absolute threshold.","a transducer.","data reduction.","minimal level.","the absolute threshold."
2178,"The electromagnetic spectrum includes visible light, infrared and ultraviolet light, radio waves, and","a broad range of nerve impulses.","television broadcasts, gamma rays, and other energies.","a single form of energy.","many kinds of nerve impulses.","television broadcasts, gamma rays, and other energies."
2178,"The electromagnetic spectrum includes visible light, infrared and ultraviolet light, radio waves, and","a broad range of nerve impulses.","television broadcasts, gamma rays, and other energies.","a single form of energy.","many kinds of nerve impulses.","television broadcasts, gamma rays, and other energies."
2180,"Which of the following is a skin sensation?","oomami","olfaction","pain","gravity","pain"
2180,"Which of the following is a skin sensation?","oomami","olfaction","pain","gravity","pain"
2182,"Taste buds sensitive to sweet substances are found primarily on the __________ of the tongue.","tip","side","back","middle","tip"
2182,"Taste buds sensitive to sweet substances are found primarily on the __________ of the tongue.","tip","side","back","middle","tip"
2184,"The stimuli for audition are","sound pressure waves.","transduction waves.","electrical waves.","auditrons.","sound pressure waves."
2184,"The stimuli for audition are","sound pressure waves.","transduction waves.","electrical waves.","auditrons.","sound pressure waves."
2186,"The __________ theory explains that hearing high or low tones depends upon which area of the cochlea is most strongly stimulated.","tone","place","frequency","auditory","place"
2186,"The __________ theory explains that hearing high or low tones depends upon which area of the cochlea is most strongly stimulated.","tone","place","frequency","auditory","place"
2188,"Kinesthetic sensation results from","receptors in the inner ear that signal balance.","receptors in the skin.","mechanical distortion of the semi-circular canals.","receptors in the muscles and joints responding to movement.","receptors in the muscles and joints responding to movement."
2188,"Kinesthetic sensation results from","receptors in the inner ear that signal balance.","receptors in the skin.","mechanical distortion of the semi-circular canals.","receptors in the muscles and joints responding to movement.","receptors in the muscles and joints responding to movement."
2190,"The stapes is attached to a second membrane, or drumhead, called the __________. As this moves back and forth, it makes waves in a fluid within the __________.","cochlea; eardrum","eardrum; tympanic membrane","cochlea; oval window","oval window; cochlea","oval window; cochlea"
2190,"The stapes is attached to a second membrane, or drumhead, called the __________. As this moves back and forth, it makes waves in a fluid within the __________.","cochlea; eardrum","eardrum; tympanic membrane","cochlea; oval window","oval window; cochlea","oval window; cochlea"
2192,"The conversion of electromagnetic energy into a neural impulse involves","feature analysis.","phosphenes.","transduction.","localization of function.","transduction."
2192,"The conversion of electromagnetic energy into a neural impulse involves","feature analysis.","phosphenes.","transduction.","localization of function.","transduction."
2194,"The three auditory ossicles are the malleus, incus, and the","stapes.","anvil.","cochlea.","organ of Corti.","stapes."
2194,"The three auditory ossicles are the malleus, incus, and the","stapes.","anvil.","cochlea.","organ of Corti.","stapes."
2196,"The amount of change necessary in a given stimulus to produce a just noticeable difference is a constant proportion of the original stimulus. This defines","perceptual constancy.","perceptual set.","Weber's Law.","psychophysics.","Weber's Law."
2196,"The amount of change necessary in a given stimulus to produce a just noticeable difference is a constant proportion of the original stimulus. This defines","perceptual constancy.","perceptual set.","Weber's Law.","psychophysics.","Weber's Law."
2198,"Sense organs in the joints and muscles contribute to our __________ sense.","skin","kinesthetic","pressure","temperature","kinesthetic"
2198,"Sense organs in the joints and muscles contribute to our __________ sense.","skin","kinesthetic","pressure","temperature","kinesthetic"
2200,"Humans respond to different wavelengths of light by experiencing differing","hues.","levels of brightness.","amounts of saturation.","amplitudes.","hues."
2200,"Humans respond to different wavelengths of light by experiencing differing","hues.","levels of brightness.","amounts of saturation.","amplitudes.","hues."
2202,"The part of the eye that focuses the image is called the","lens.","retina.","iris.","pupil.","lens."
2202,"The part of the eye that focuses the image is called the","lens.","retina.","iris.","pupil.","lens."
2204,"The scientific term for farsightedness is","hyperopia.","myopia.","retinitis.","astigmatism.","hyperopia."
2204,"The scientific term for farsightedness is","hyperopia.","myopia.","retinitis.","astigmatism.","hyperopia."
2206,"Olfaction is another name for the sense of","taste.","smell.","hearing.","vision.","smell."
2206,"Olfaction is another name for the sense of","taste.","smell.","hearing.","vision.","smell."
2208,"The three small bones of the inner ear are called the","cochlear bones.","tympanic bones.","basilar ossicles.","auditory ossicles.","auditory ossicles."
2208,"The three small bones of the inner ear are called the","cochlear bones.","tympanic bones.","basilar ossicles.","auditory ossicles.","auditory ossicles."
2210,"That humans are not visually sensitive to ultraviolet radiation suggests that sensory systems function as","transducers.","encoding systems.","feature detectors.","data reduction systems.","data reduction systems."
2210,"That humans are not visually sensitive to ultraviolet radiation suggests that sensory systems function as","transducers.","encoding systems.","feature detectors.","data reduction systems.","data reduction systems."
2212,"Which of the following body areas is most sensitive to pain?","the buttocks","the cheek","the thumb pad","behind the knee","the cheek"
2212,"Which of the following body areas is most sensitive to pain?","the buttocks","the cheek","the thumb pad","behind the knee","the cheek"
2214,"Subliminal perception","involves the presentation of stimuli rapidly but strong enough to be consciously recognized.","has been used by advertising companies and politicians in an attempt to increase sales or change opinions.","has strong emotional effects on a person.","has been shown to make people by popcorn when used in movie theaters.","has been used by advertising companies and politicians in an attempt to increase sales or change opinions."
2214,"Subliminal perception","involves the presentation of stimuli rapidly but strong enough to be consciously recognized.","has been used by advertising companies and politicians in an attempt to increase sales or change opinions.","has strong emotional effects on a person.","has been shown to make people by popcorn when used in movie theaters.","has been used by advertising companies and politicians in an attempt to increase sales or change opinions."
2216,"Taste buds are mainly located","near the back of the tongue.","near the tip of the tongue.","near the middle of the tongue.","on the top side of the tongue especially around the edges.","on the top side of the tongue especially around the edges."
2216,"Taste buds are mainly located","near the back of the tongue.","near the tip of the tongue.","near the middle of the tongue.","on the top side of the tongue especially around the edges.","on the top side of the tongue especially around the edges."
2218,"According to Weber's Law, if two light bulbs must go out in a room in which twenty are burning to make the room noticeably dimmer, then a room in which forty are burning will become noticeably dimmer when __________ bulbs go out.","two","four","six","eight","four"
2218,"According to Weber's Law, if two light bulbs must go out in a room in which twenty are burning to make the room noticeably dimmer, then a room in which forty are burning will become noticeably dimmer when __________ bulbs go out.","two","four","six","eight","four"
2220,"The most widely accepted explanation for motion sickness is provided by","dynamic movement theory.","sensory conflict theory.","integration of the senses theory.","the Gestalt principles of perception.","sensory conflict theory."
2220,"The most widely accepted explanation for motion sickness is provided by","dynamic movement theory.","sensory conflict theory.","integration of the senses theory.","the Gestalt principles of perception.","sensory conflict theory."
2222,"Sensory adaptation refers to a decrease in sensory response that accompanies","perceptual defense.","threshold shifts.","an unchanging stimulus.","selective attention.","an unchanging stimulus."
2222,"Sensory adaptation refers to a decrease in sensory response that accompanies","perceptual defense.","threshold shifts.","an unchanging stimulus.","selective attention.","an unchanging stimulus."
2224,"In the auditory system, the first anatomical structure to respond to the sound wave is/are the","auditory ossicles.","cochlea.","eardrum.","round window.","eardrum."
2224,"In the auditory system, the first anatomical structure to respond to the sound wave is/are the","auditory ossicles.","cochlea.","eardrum.","round window.","eardrum."
2226,"The ringing sensation following exposure to loud sounds is called","olfaction.","tinnitus.","anosmia.","gustation.","tinnitus."
2226,"The ringing sensation following exposure to loud sounds is called","olfaction.","tinnitus.","anosmia.","gustation.","tinnitus."
2228,"Messages from the body's pain warning system","close the spinal gate directly.","pass through the pain gate and on to a &quot;central biasing system.&quot;","inhibit the production of endorphins.","are processed in the right hemisphere.","close the spinal gate directly."
2228,"Messages from the body's pain warning system","close the spinal gate directly.","pass through the pain gate and on to a &quot;central biasing system.&quot;","inhibit the production of endorphins.","are processed in the right hemisphere.","close the spinal gate directly."
2230,"That you do not hear the traffic outside your psychology class because you are engrossed in the lecture is a good example of","sensory gating.","sensory adaptation.","selective attention.","selective detention.","selective attention."
2230,"That you do not hear the traffic outside your psychology class because you are engrossed in the lecture is a good example of","sensory gating.","sensory adaptation.","selective attention.","selective detention.","selective attention."
2232,"The __________ theory explains how sounds up to 4000 hertz reach the brain.","place","auditory","frequency","tone","frequency"
2232,"The __________ theory explains how sounds up to 4000 hertz reach the brain.","place","auditory","frequency","tone","frequency"
2234,"The final step (within the ear) required to convert vibrations into sound sensations is movement of the","hair cells.","cochlea.","pinna.","ossicles.","hair cells."
2234,"The final step (within the ear) required to convert vibrations into sound sensations is movement of the","hair cells.","cochlea.","pinna.","ossicles.","hair cells."
2236,"A system is developed where a television camera produces an &quot;image&quot; of touch points applied to the back of a blind person. Such a system involves","a conversion of light into JNDs.","transducing light into pressure.","the mechanical production of phosphenes.","applying the &quot;lock and key&quot; theory of touch.","transducing light into pressure."
2236,"A system is developed where a television camera produces an &quot;image&quot; of touch points applied to the back of a blind person. Such a system involves","a conversion of light into JNDs.","transducing light into pressure.","the mechanical production of phosphenes.","applying the &quot;lock and key&quot; theory of touch.","transducing light into pressure."
2238,"When you were in seventh grade, you had to get glasses because you could not see the board at school. Your vision problem is called","hyperopia.","astigmatism.","presbyopia.","myopia.","myopia."
2238,"When you were in seventh grade, you had to get glasses because you could not see the board at school. Your vision problem is called","hyperopia.","astigmatism.","presbyopia.","myopia.","myopia."
2240,"A popular theory of olfaction which states that odors are related to the shapes of chemical molecules is the __________ theory.","flavor/fragrance","place","lock and key","frequency","lock and key"
2240,"A popular theory of olfaction which states that odors are related to the shapes of chemical molecules is the __________ theory.","flavor/fragrance","place","lock and key","frequency","lock and key"
2242,"Which theory of hearing explains the perception of lower sounds?","tone","place","frequency","auditory","frequency"
2242,"Which theory of hearing explains the perception of lower sounds?","tone","place","frequency","auditory","frequency"
2244,"Film is to camera as __________ is to eye.","retina","iris","lens","pupil","retina"
2244,"Film is to camera as __________ is to eye.","retina","iris","lens","pupil","retina"
2246,"New mothers who are emotionally depressed take longer than non-depressed women to recognize pictures related to pregnancy, birth, and babies. This is an example of","aversive stimulation.","perceptual defense.","absolute threshold.","unconscious guard.","perceptual defense."
2246,"New mothers who are emotionally depressed take longer than non-depressed women to recognize pictures related to pregnancy, birth, and babies. This is an example of","aversive stimulation.","perceptual defense.","absolute threshold.","unconscious guard.","perceptual defense."
2248,"One of the characteristics that all sensory systems have in common is","electromagnetic sensitivity.","transduction.","conversion.","corticalization.","transduction."
2248,"One of the characteristics that all sensory systems have in common is","electromagnetic sensitivity.","transduction.","conversion.","corticalization.","transduction."
2250,"A &quot;silent&quot; dog whistle takes advantage of a characteristic of sensory systems known as","the absolute threshold.","the difference threshold.","perceptual defense.","a just noticeable difference.","the absolute threshold."
2250,"A &quot;silent&quot; dog whistle takes advantage of a characteristic of sensory systems known as","the absolute threshold.","the difference threshold.","perceptual defense.","a just noticeable difference.","the absolute threshold."
2252,"Skin senses, kinesthetic senses, and vestibular senses comprise which sense system?","perceptual feedback system","somesthetic sense system","signal balance system","motion sense system","somesthetic sense system"
2252,"Skin senses, kinesthetic senses, and vestibular senses comprise which sense system?","perceptual feedback system","somesthetic sense system","signal balance system","motion sense system","somesthetic sense system"
2254,"Melzack and Wall's theory that some pain messages can block other pain messages is called","physiological nystagmus.","endorphin theory.","gate control theory.","receptor interlocking.","gate control theory."
2254,"Melzack and Wall's theory that some pain messages can block other pain messages is called","physiological nystagmus.","endorphin theory.","gate control theory.","receptor interlocking.","gate control theory."
2256,"The theory of color vision which states that the visual system analyzes information into &quot;either-or&quot; messages is the __________ theory.","opponent-process","trichromatic","primary-color","polaroid","opponent-process"
2256,"The theory of color vision which states that the visual system analyzes information into &quot;either-or&quot; messages is the __________ theory.","opponent-process","trichromatic","primary-color","polaroid","opponent-process"
2258,"__________ is concerned with relating changes in physical stimuli to corresponding psychological sensations.","Physiological psychology","Psychokinesis","Psychophysics","Psychometry","Psychophysics"
